Sample	Gene	Chr	Start	End	log2	CN	CNV.type
17298	RB1	13	48380164	48380242	0.287466	3	duplication
17298	RB1	13	48381246	48381444	0.205126	3	duplication
17298	RB1	13	48477354	48477405	0.327312	3	duplication
17298	PALB2	16	23621361	23621479	-0.376433	1	deletion
17298	PALB2	16	23638069	23638130	0.201534	3	duplication
17298	PALB2	16	23641109	23641158	0.340314	3	duplication
17298	CDH1	16	68737415	68737464	0.312839	3	duplication
17298	CDH1	16	68738296	68738412	-0.297339	1	deletion
17298	CDH1	16	68828173	68828305	0.342455	3	duplication
17298	TP53	17	7676520	7676595	-0.252173	1	deletion
17298	FLCN	17	17221536	17221629	-0.269977	1	deletion
17298	FLCN	17	17231782	17231894	0.400735	3	duplication
17298	NF1	17	31182507	31182666	-0.301908	1	deletion
17298	NF1	17	31201410	31201486	0.216663	3	duplication
17298	NF1	17	31206239	31206372	0.242348	3	duplication
17298	NF1	17	31229834	31229975	-0.337098	1	deletion
17298	NF1	17	31230841	31230926	0.24664	3	duplication
17298	NF1	17	31232072	31232190	0.513835	3	duplication
17298	NF1	17	31258343	31258503	0.265112	3	duplication
17298	NF1	17	31338024	31338140	-0.262279	1	deletion
17298	NF1	17	31343008	31343136	0.217049	3	duplication
17298	NF1	17	31350182	31350319	-0.251107	1	deletion
17298	NF1	17	31358968	31359016	0.441653	3	duplication
17298	NF1	17	31374012	31374156	-0.25538	1	deletion
17298	RAD51D	17	35100952	35101037	-0.292788	1	deletion
17298	RAD51D	17	35101200	35101366	-0.414125	1	deletion
17298	RAD51D	17	35103253	35103325	-0.382392	1	deletion
17298	RAD51D	17	35119110	35119173	0.313614	3	duplication
17298	BRCA1	17	43045677	43045803	0.272447	3	duplication
17298	BRCA1	17	43051062	43051118	0.26657	3	duplication
17298	BRCA1	17	43063873	43063952	0.251401	3	duplication
17298	BRCA1	17	43091434	43094861	-0.433031	1	deletion
17298	BRCA1	17	43097243	43097290	0.256867	3	duplication
17298	BRCA1	17	43099774	43099881	0.213609	3	duplication
17298	BRCA1	17	43115725	43115780	0.296781	3	duplication
17298	BRCA1	17	43124016	43124097	0.233737	3	duplication
17298	BRCA1	17	43125259	43125382	0.439895	3	duplication
17298	RAD51C	17	58720745	58720813	0.425326	3	duplication
17298	RAD51C	17	58734117	58734223	0.217519	3	duplication
17298	BRIP1	17	61863272	61863406	0.456978	3	duplication
17298	SMAD4	18	51030201	51030635	0.220435	3	duplication
17298	SMAD4	18	51047046	51047296	-0.280578	1	deletion
17298	SMAD4	18	51059865	51059917	0.23019	3	duplication
17298	STK11	19	1219323	1219414	0.222711	3	duplication
17298	STK11	19	1221948	1222007	0.275839	3	duplication
17298	STK11	19	1227581	1228447	0.208274	3	duplication
17298	CHEK2	22	28687896	28687987	0.205703	3	duplication
17298	CHEK2	22	28689134	28689216	0.231058	3	duplication
17298	CHEK2	22	28699837	28699938	0.231995	3	duplication
17298	CHEK2	22	28711908	28712018	0.209641	3	duplication
17298	CHEK2	22	28741757	28741856	0.484471	3	duplication
17299	SDHB	1	17053947	17054020	-0.267198	1	deletion
17299	MUTYH	1	45331419	45331557	-0.309474	1	deletion
17299	EPCAM	2	47369505	47369582	0.317046	3	duplication
17299	MSH2	2	47414268	47414419	0.210364	3	duplication
17299	MSH6	2	47805617	47805708	0.302835	3	duplication
17299	MLH1	3	37000954	37001054	0.240468	3	duplication
17299	MLH1	3	37040185	37040295	0.227093	3	duplication
17299	APC	5	112737876	112737937	0.293217	3	duplication
17299	APC	5	112792445	112792530	0.243974	3	duplication
17299	PMS2	7	5973398	5973543	0.223519	3	duplication
17299	PMS2	7	5977587	5977758	0.335046	3	duplication
17299	PMS2	7	5978595	5978697	0.400427	3	duplication
17299	PMS2	7	6008996	6009020	0.404026	3	duplication
17299	EZH2	7	148807645	148807707	0.23434	3	duplication
17299	EZH2	7	148846469	148846599	0.225278	3	duplication
17299	BMPR1A	10	86892126	86892230	0.205014	3	duplication
17299	BMPR1A	10	86899793	86899891	0.243685	3	duplication
17299	WT1	11	32416489	32416541	0.204173	3	duplication
17299	MEN1	11	64807178	64807220	-0.259924	1	deletion
17299	ATM	11	108279490	108279609	0.220894	3	duplication
17299	ATM	11	108317372	108317522	0.212891	3	duplication
17299	ATM	11	108331443	108331558	0.243188	3	duplication
17299	HNF1A	12	120999267	120999390	-0.259732	1	deletion
17299	RB1	13	48347824	48347864	0.208836	3	duplication
17299	RB1	13	48380052	48380085	0.228365	3	duplication
17299	CDH1	16	68737415	68737464	0.22245	3	duplication
17299	TP53	17	7670608	7670716	-0.258544	1	deletion
17299	TP53	17	7674180	7674291	-0.335982	1	deletion
17299	NF1	17	31095309	31095370	-0.290047	1	deletion
17299	NF1	17	31235917	31236022	0.203691	3	duplication
17299	NF1	17	31325819	31326253	-0.269712	1	deletion
17299	NF1	17	31336332	31336474	-0.333271	1	deletion
17299	NF1	17	31340504	31340646	-0.278715	1	deletion
17299	BRCA1	17	43063332	43063374	-0.35719	1	deletion
17299	BRCA1	17	43091434	43094861	-0.34967	1	deletion
17299	BRCA1	17	43099774	43099881	-0.26548	1	deletion
17299	BRIP1	17	61685835	61686166	-0.259858	1	deletion
17299	SMAD4	18	51059865	51059917	0.333671	3	duplication
17299	SMAD4	18	51076637	51076777	0.281582	3	duplication
17299	STK11	19	1218416	1218501	-0.314381	1	deletion
17299	CHEK2	22	28687896	28687987	0.285984	3	duplication
17300	FH	1	241502442	241502571	0.208148	3	duplication
17300	EPCAM	2	47369505	47369582	0.228362	3	duplication
17300	MSH6	2	47783233	47783494	-0.273044	1	deletion
17300	BAP1	3	52407398	52407461	0.207626	3	duplication
17300	APC	5	112821895	112821992	0.205993	3	duplication
17300	PMS2	7	5977587	5977758	-0.345708	1	deletion
17300	BMPR1A	10	86756627	86756931	-0.326553	1	deletion
17300	PTEN	10	87925512	87925558	0.33216	3	duplication
17300	RB1	13	48347824	48347864	0.294992	3	duplication
17300	PALB2	16	23629203	23629276	0.206986	3	duplication
17300	TP53	17	7669608	7669691	0.205671	3	duplication
17300	NF1	17	31169890	31169998	0.221739	3	duplication
17300	BRCA1	17	43125259	43125382	0.229362	3	duplication
17300	BRIP1	17	61715950	61716064	0.208212	3	duplication
17301	FH	1	241519590	241519723	-0.603146	1	deletion
17301	MSH2	2	47445547	47445658	0.514528	3	duplication
17301	MSH6	2	47783233	47783494	-0.490412	1	deletion
17301	VHL	3	10141847	10142188	-0.629818	1	deletion
17301	BAP1	3	52406828	52406908	0.26733	3	duplication
17301	APC	5	112737876	112737937	0.262775	3	duplication
17301	PMS2	7	5978595	5978697	0.259315	3	duplication
17301	BMPR1A	10	86756627	86756931	-0.680761	1	deletion
17301	WT1	11	32392665	32392756	0.204542	3	duplication
17301	WT1	11	32434699	32435346	-0.256786	1	deletion
17301	CDH1	16	68737415	68737464	-0.724491	1	deletion
17301	NF1	17	31095309	31095370	-0.824959	1	deletion
17301	BRCA1	17	43082403	43082576	0.270413	3	duplication
17301	RAD51C	17	58732483	58732545	0.219404	3	duplication
17301	CHEK2	22	28695126	28695243	0.200025	3	duplication
17304	MUTYH	1	45331419	45331557	-0.314646	1	deletion
17304	MUTYH	1	45340218	45340255	0.28667	3	duplication
17304	FH	1	241517181	241517317	0.259678	3	duplication
17304	FH	1	241519590	241519723	-0.477566	1	deletion
17304	MSH6	2	47783233	47783494	-0.406041	1	deletion
17304	MSH6	2	47804909	47805028	0.212605	3	duplication
17304	VHL	3	10141847	10142188	-0.382117	1	deletion
17304	BAP1	3	52405764	52405913	0.200861	3	duplication
17304	BAP1	3	52406828	52406908	0.30385	3	duplication
17304	APC	5	112737876	112737937	0.231546	3	duplication
17304	APC	5	112792445	112792530	0.238312	3	duplication
17304	APC	5	112821895	112821992	0.214895	3	duplication
17304	NSD1	5	177244194	177244271	0.212141	3	duplication
17304	NSD1	5	177248180	177248325	0.207737	3	duplication
17304	NSD1	5	177251729	177251854	0.205783	3	duplication
17304	PMS2	7	5977587	5977758	-0.287276	1	deletion
17304	EZH2	7	148817876	148818118	-0.314985	1	deletion
17304	EZH2	7	148847181	148847299	0.247334	3	duplication
17304	BMPR1A	10	86756627	86756931	-0.43662	1	deletion
17304	WT1	11	32399947	32400045	0.206213	3	duplication
17304	WT1	11	32427955	32428059	-0.290266	1	deletion
17304	ATM	11	108327644	108327759	0.236381	3	duplication
17304	ATM	11	108330213	108330422	-0.256572	1	deletion
17304	HNF1A	12	120993519	120993707	-0.509366	1	deletion
17304	HNF1A	12	120996540	120996743	0.269909	3	duplication
17304	RB1	13	48347824	48347864	0.261294	3	duplication
17304	PALB2	16	23603458	23603670	-0.924152	1	deletion
17304	TP53	17	7670608	7670716	-0.275726	1	deletion
17304	FLCN	17	17216379	17216504	0.265789	3	duplication
17304	FLCN	17	17232776	17232913	0.255718	3	duplication
17304	NF1	17	31095309	31095370	-0.937539	1	deletion
17304	BRCA1	17	43045677	43045803	0.369736	3	duplication
17304	BRCA1	17	43099774	43099881	0.279148	3	duplication
17304	BRCA1	17	43115725	43115780	0.26258	3	duplication
17304	RAD51C	17	58732483	58732545	0.243985	3	duplication
17304	STK11	19	1220580	1220718	-0.297874	1	deletion
17304	CHEK2	22	28689134	28689216	0.220527	3	duplication
17305	MUTYH	1	45331419	45331557	-0.366219	1	deletion
17305	MUTYH	1	45332022	45332087	-0.377055	1	deletion
17305	MUTYH	1	45340218	45340255	0.223337	3	duplication
17305	MLH1	3	37042267	37042332	0.205851	3	duplication
17305	APC	5	112775628	112775738	0.211356	3	duplication
17305	EZH2	7	148829727	148829849	0.227718	3	duplication
17305	WT1	11	32427955	32428059	-0.328049	1	deletion
17305	MEN1	11	64807178	64807220	-0.267569	1	deletion
17305	MEN1	11	64807551	64807681	-0.257039	1	deletion
17305	SDHD	11	112086907	112086960	-0.26529	1	deletion
17305	HNF1A	12	120993519	120993707	-0.584139	1	deletion
17305	HNF1A	12	120997473	120997666	-0.2858	1	deletion
17305	HNF1A	12	120999482	120999628	-0.476919	1	deletion
17305	BRCA2	13	32319076	32319326	-0.953892	1	deletion
17305	RB1	13	48477354	48477405	0.232778	3	duplication
17305	TP53	17	7673700	7673838	-0.289891	1	deletion
17305	TP53	17	7676520	7676595	-0.310137	1	deletion
17305	BRCA1	17	43047642	43047704	-0.272498	1	deletion
17305	STK11	19	1220580	1220718	-0.300147	1	deletion
17306	SDHB	1	17053947	17054020	-0.278753	1	deletion
17306	MUTYH	1	45331419	45331557	-0.736929	1	deletion
17306	MUTYH	1	45332762	45332835	-0.2564	1	deletion
17306	EPCAM	2	47369505	47369582	0.237281	3	duplication
17306	EPCAM	2	47379768	47379970	-0.278162	1	deletion
17306	MSH6	2	47803419	47803686	-0.281849	1	deletion
17306	MLH1	3	37000954	37001054	0.211103	3	duplication
17306	MLH1	3	37042267	37042332	0.216221	3	duplication
17306	APC	5	112737876	112737937	0.264282	3	duplication
17306	PMS2	7	5977587	5977758	0.314871	3	duplication
17306	PMS2	7	5978595	5978697	0.372862	3	duplication
17306	PMS2	7	6008996	6009020	0.236461	3	duplication
17306	WT1	11	32427955	32428059	-0.476579	1	deletion
17306	MEN1	11	64807178	64807220	-0.369919	1	deletion
17306	ATM	11	108248932	108249103	0.218253	3	duplication
17306	HNF1A	12	120993519	120993707	-0.481309	1	deletion
17306	HNF1A	12	121001064	121001193	-0.255343	1	deletion
17306	BRCA2	13	32330918	32331031	0.21968	3	duplication
17306	RB1	13	48347824	48347864	0.210801	3	duplication
17306	RB1	13	48380052	48380085	0.2878	3	duplication
17306	RB1	13	48380164	48380242	0.205072	3	duplication
17306	RB1	13	48477354	48477405	0.346548	3	duplication
17306	PALB2	16	23641109	23641158	0.34082	3	duplication
17306	FLCN	17	17236900	17237151	-0.270309	1	deletion
17306	NF1	17	31181709	31181786	0.239509	3	duplication
17306	NF1	17	31358968	31359016	0.24485	3	duplication
17306	BRCA1	17	43057051	43057136	-0.923667	1	deletion
17306	BRCA1	17	43125259	43125382	0.216741	3	duplication
17306	BRIP1	17	61780260	61780402	0.218178	3	duplication
17306	CHEK2	22	28687896	28687987	0.334679	3	duplication
17306	CHEK2	22	28741757	28741856	0.280837	3	duplication
17308	MUTYH	1	45331419	45331557	-0.386339	1	deletion
17308	FH	1	241517181	241517317	0.272594	3	duplication
17308	MSH2	2	47470964	47471063	0.205666	3	duplication
17308	MLH1	3	37000954	37001054	0.222122	3	duplication
17308	MLH1	3	37012010	37012100	0.262819	3	duplication
17308	PMS2	7	5977587	5977758	-0.292609	1	deletion
17308	PMS2	7	5978595	5978697	-0.298319	1	deletion
17308	WT1	11	32427955	32428059	-0.27801	1	deletion
17308	HNF1A	12	120993519	120993707	-0.317629	1	deletion
17308	RB1	13	48477354	48477405	0.204267	3	duplication
17308	NF1	17	31223443	31223568	-0.269126	1	deletion
17308	BRCA1	17	43045677	43045803	0.200583	3	duplication
17309	MUTYH	1	45331419	45331557	-0.404125	1	deletion
17309	APC	5	112821895	112821992	0.215745	3	duplication
17309	PMS2	7	5977587	5977758	0.639774	3	duplication
17309	PMS2	7	5978595	5978697	0.751766	4	duplication
17309	WT1	11	32427955	32428059	-0.395105	1	deletion
17309	HNF1A	12	120993519	120993707	-0.269006	1	deletion
17309	HNF1A	12	120996540	120996743	0.264329	3	duplication
17309	HNF1A	12	120999482	120999628	-0.392175	1	deletion
17309	RB1	13	48477354	48477405	0.246551	3	duplication
17309	BRCA1	17	43045677	43045803	0.261066	3	duplication
17309	BRIP1	17	61780260	61780402	0.204981	3	duplication
17309	CHEK2	22	28741757	28741856	0.2264	3	duplication
17310	MUTYH	1	45331419	45331557	-0.289416	1	deletion
17310	MUTYH	1	45340218	45340255	0.33553	3	duplication
17310	EPCAM	2	47375233	47375300	0.290237	3	duplication
17310	EPCAM	2	47386571	47386614	0.315794	3	duplication
17310	APC	5	112737876	112737937	0.235985	3	duplication
17310	APC	5	112792445	112792530	0.213382	3	duplication
17310	EZH2	7	148809309	148809391	0.25915	3	duplication
17310	EZH2	7	148815505	148815547	0.214908	3	duplication
17310	BMPR1A	10	86876018	86876086	0.247191	3	duplication
17310	MEN1	11	64805634	64805771	0.212316	3	duplication
17310	ATM	11	108227624	108227697	-0.289417	1	deletion
17310	HNF1A	12	120993519	120993707	-0.364316	1	deletion
17310	BRCA2	13	32379316	32379516	-0.348856	1	deletion
17310	RB1	13	48380052	48380085	0.309873	3	duplication
17310	RB1	13	48463730	48463836	0.207042	3	duplication
17310	PALB2	16	23641109	23641158	0.288893	3	duplication
17310	NF1	17	31352256	31352415	0.266277	3	duplication
17310	NF1	17	31358479	31358623	0.208283	3	duplication
17310	NF1	17	31358968	31359016	0.298022	3	duplication
17310	RAD51D	17	35103453	35103545	0.268313	3	duplication
17310	BRCA1	17	43045677	43045803	0.224736	3	duplication
17310	BRCA1	17	43115725	43115780	0.20015	3	duplication
17310	BRIP1	17	61715950	61716064	0.224144	3	duplication
17310	SMAD4	18	51030201	51030635	0.230484	3	duplication
17310	SMAD4	18	51059865	51059917	0.207379	3	duplication
17310	STK11	19	1219323	1219414	0.30115	3	duplication
17310	CHEK2	22	28741757	28741856	0.27184	3	duplication
17311	SDHB	1	17027748	17027866	0.242114	3	duplication
17311	MUTYH	1	45331419	45331557	-0.258924	1	deletion
17311	MUTYH	1	45340218	45340255	0.224802	3	duplication
17311	FH	1	241519590	241519723	-0.315263	1	deletion
17311	EPCAM	2	47369505	47369582	-0.373883	1	deletion
17311	EPCAM	2	47379768	47379970	-0.262796	1	deletion
17311	MSH6	2	47783233	47783494	-0.3599	1	deletion
17311	VHL	3	10141847	10142188	-0.361715	1	deletion
17311	BAP1	3	52406828	52406908	0.210542	3	duplication
17311	APC	5	112821895	112821992	0.231178	3	duplication
17311	PMS2	7	5977587	5977758	-0.305933	1	deletion
17311	PMS2	7	5978595	5978697	-0.271842	1	deletion
17311	BMPR1A	10	86756627	86756931	-0.422848	1	deletion
17311	BMPR1A	10	86876018	86876086	0.213613	3	duplication
17311	MEN1	11	64807178	64807220	-0.296794	1	deletion
17311	HNF1A	12	120993519	120993707	-0.317234	1	deletion
17311	BRCA2	13	32326100	32326151	-0.263266	1	deletion
17311	BRCA2	13	32396897	32397045	0.206641	3	duplication
17311	CDH1	16	68737415	68737464	-0.647409	1	deletion
17311	TP53	17	7670608	7670716	-0.254333	1	deletion
17311	NF1	17	31095309	31095370	-0.568017	1	deletion
17311	NF1	17	31169890	31169998	0.203224	3	duplication
17311	BRCA1	17	43045677	43045803	0.235358	3	duplication
17311	BRCA1	17	43124016	43124097	0.225079	3	duplication
17311	RAD51C	17	58732483	58732545	0.203966	3	duplication
17312	MUTYH	1	45331419	45331557	-0.295399	1	deletion
17312	EPCAM	2	47379768	47379970	-0.268932	1	deletion
17312	BAP1	3	52409713	52409744	-0.379927	1	deletion
17312	PMS2	7	5977587	5977758	0.220661	3	duplication
17312	PMS2	7	5978595	5978697	0.282862	3	duplication
17312	EZH2	7	148828739	148828881	-0.42107	1	deletion
17312	MEN1	11	64805033	64805199	-0.332761	1	deletion
17312	BRCA2	13	32396897	32397045	0.204546	3	duplication
17312	RB1	13	48348955	48349024	0.22771	3	duplication
17312	RB1	13	48463730	48463836	0.211539	3	duplication
17312	CDH1	16	68737415	68737464	-0.493034	1	deletion
17312	NF1	17	31169890	31169998	0.202608	3	duplication
17312	NF1	17	31201410	31201486	0.24992	3	duplication
17312	NF1	17	31235917	31236022	0.218376	3	duplication
17312	BRCA1	17	43057051	43057136	0.204783	3	duplication
17312	RAD51C	17	58732483	58732545	0.311091	3	duplication
17313	SDHB	1	17053947	17054020	-0.329739	1	deletion
17313	MUTYH	1	45331419	45331557	-0.328945	1	deletion
17313	MSH2	2	47403191	47403403	-0.308233	1	deletion
17313	BAP1	3	52409553	52409609	0.212528	3	duplication
17313	WT1	11	32427955	32428059	-0.487845	1	deletion
17313	HNF1A	12	120993519	120993707	-0.464555	1	deletion
17313	CDH1	16	68737415	68737464	0.235489	3	duplication
17313	CDH1	16	68828173	68828305	0.255535	3	duplication
17313	FLCN	17	17215184	17215317	-0.250413	1	deletion
17313	FLCN	17	17216379	17216504	-0.25021	1	deletion
17313	NF1	17	31352256	31352415	0.209048	3	duplication
17313	BRCA1	17	43106455	43106534	0.258595	3	duplication
17313	BRCA1	17	43115725	43115780	0.201121	3	duplication
17313	BRCA1	17	43125259	43125382	0.206915	3	duplication
17313	STK11	19	1219323	1219414	0.236291	3	duplication
17313	CHEK2	22	28741757	28741856	0.248331	3	duplication
17314	SDHB	1	17044760	17044889	0.249317	3	duplication
17314	SDHB	1	17053947	17054020	-0.291646	1	deletion
17314	MUTYH	1	45331419	45331557	-0.405752	1	deletion
17314	MUTYH	1	45332917	45332960	-0.357207	1	deletion
17314	MUTYH	1	45340218	45340255	0.324844	3	duplication
17314	EPCAM	2	47369505	47369582	0.363118	3	duplication
17314	EPCAM	2	47377013	47377078	0.212458	3	duplication
17314	EPCAM	2	47379768	47379970	-0.318265	1	deletion
17314	BAP1	3	52409713	52409744	-0.358821	1	deletion
17314	NSD1	5	177244194	177244271	0.220285	3	duplication
17314	PMS2	7	5977587	5977758	0.421228	3	duplication
17314	PMS2	7	5978595	5978697	0.381219	3	duplication
17314	EZH2	7	148815505	148815547	0.231692	3	duplication
17314	BMPR1A	10	86756627	86756931	0.279323	3	duplication
17314	BMPR1A	10	86923375	86923507	-0.321565	1	deletion
17314	WT1	11	32427955	32428059	-0.349672	1	deletion
17314	MEN1	11	64805033	64805199	-0.302745	1	deletion
17314	MEN1	11	64807178	64807220	-0.289942	1	deletion
17314	SDHD	11	112086907	112086960	-0.309963	1	deletion
17314	HNF1A	12	120993519	120993707	-0.381202	1	deletion
17314	HNF1A	12	120999482	120999628	-0.333402	1	deletion
17314	BRCA2	13	32315462	32315679	0.260414	3	duplication
17314	BRCA2	13	32379316	32379516	-0.282642	1	deletion
17314	BRCA2	13	32380006	32380146	0.215376	3	duplication
17314	RB1	13	48347824	48347864	0.280158	3	duplication
17314	RB1	13	48373404	48373493	0.216107	3	duplication
17314	RB1	13	48376917	48377035	-0.305606	1	deletion
17314	RB1	13	48380052	48380085	0.327657	3	duplication
17314	RB1	13	48380164	48380242	0.205629	3	duplication
17314	RB1	13	48477354	48477405	0.381005	3	duplication
17314	PALB2	16	23621361	23621479	-0.25693	1	deletion
17314	PALB2	16	23641109	23641158	0.272927	3	duplication
17314	CDH1	16	68738296	68738412	-0.286746	1	deletion
17314	CDH1	16	68822000	68822226	-0.256458	1	deletion
17314	NF1	17	31230841	31230926	0.237123	3	duplication
17314	NF1	17	31352256	31352415	0.227461	3	duplication
17314	NF1	17	31358968	31359016	0.305007	3	duplication
17314	NF1	17	31374012	31374156	-0.262456	1	deletion
17314	RAD51D	17	35101200	35101366	-0.252672	1	deletion
17314	BRCA1	17	43051062	43051118	0.245493	3	duplication
17314	BRCA1	17	43091434	43094861	-0.308048	1	deletion
17314	BRCA1	17	43106455	43106534	0.204418	3	duplication
17314	BRIP1	17	61863272	61863406	0.322041	3	duplication
17314	SMAD4	18	51059865	51059917	0.304363	3	duplication
