Sample	Gene	Chr	Start	End	log2	CN	CNV.type	Weight
17298	SDHD	11	112086907	112086960	-0.260526	1	deletion	0.945351
17298	SDHD	11	112088866	112089012	-0.360178	1	deletion	0.98581
17298	HNF1A	12	120993519	120993707	-1.09156	1	deletion	0.781007
17298	BRCA2	13	32325075	32325185	-0.250418	1	deletion	0.987248
17298	BRCA2	13	32330918	32331031	0.240393	3	duplication	0.982194
17298	BRCA2	13	32376669	32376792	0.415206	3	duplication	0.9883
17298	BRCA2	13	32379316	32379516	-0.438431	1	deletion	0.941714
17298	BRCA2	13	32380006	32380146	0.262131	3	duplication	0.982842
17298	RB1	13	48347824	48347864	0.214041	3	duplication	0.958516
17298	RB1	13	48348955	48349024	0.241967	3	duplication	0.968778
17298	RB1	13	48380052	48380085	0.287819	3	duplication	0.928057
17298	RB1	13	48380164	48380242	0.217335	3	duplication	0.949933
17298	RB1	13	48477354	48477405	0.349586	3	duplication	0.926683
17298	PALB2	16	23621361	23621479	-0.395266	1	deletion	0.962171
17298	PALB2	16	23638069	23638130	0.210536	3	duplication	0.985871
17298	PALB2	16	23641109	23641158	0.300447	3	duplication	0.965555
17298	CDH1	16	68737415	68737464	0.338987	3	duplication	0.90269
17298	CDH1	16	68828173	68828305	0.309924	3	duplication	0.98747
17298	TP53	17	7676520	7676595	-0.310061	1	deletion	0.971854
17298	FLCN	17	17221536	17221629	-0.294857	1	deletion	0.98394
17298	FLCN	17	17231782	17231894	0.353997	3	duplication	0.982715
17298	NF1	17	31182507	31182666	-0.331051	1	deletion	0.989994
17298	NF1	17	31201410	31201486	0.21903	3	duplication	0.976973
17298	NF1	17	31206239	31206372	0.243839	3	duplication	0.985237
17298	NF1	17	31229834	31229975	-0.357647	1	deletion	0.974072
17298	NF1	17	31230841	31230926	0.235973	3	duplication	0.983345
17298	NF1	17	31232072	31232190	0.520669	3	duplication	0.972293
17298	NF1	17	31258343	31258503	0.278424	3	duplication	0.985942
17298	NF1	17	31350182	31350319	-0.250031	1	deletion	0.988854
17298	NF1	17	31358479	31358623	-0.277198	1	deletion	0.988787
17298	NF1	17	31358968	31359016	0.429113	3	duplication	0.945443
17298	RAD51D	17	35100952	35101037	-0.332572	1	deletion	0.985896
17298	RAD51D	17	35101200	35101366	-0.457832	1	deletion	0.976797
17298	RAD51D	17	35103253	35103325	-0.390107	1	deletion	0.982897
17298	RAD51D	17	35119110	35119173	0.298753	3	duplication	0.984246
17298	BRCA1	17	43045677	43045803	0.253729	3	duplication	0.964166
17298	BRCA1	17	43063873	43063952	0.211699	3	duplication	0.986961
17298	BRCA1	17	43091434	43094861	-0.43019	1	deletion	0.961997
17298	BRCA1	17	43097243	43097290	0.238161	3	duplication	0.978487
17298	BRCA1	17	43115725	43115780	0.303153	3	duplication	0.966905
17298	BRCA1	17	43124016	43124097	0.212623	3	duplication	0.983995
17298	BRCA1	17	43125259	43125382	0.424688	3	duplication	0.967638
17298	RAD51C	17	58720745	58720813	0.322752	3	duplication	0.976232
17298	RAD51C	17	58734117	58734223	0.200799	3	duplication	0.986311
17298	BRIP1	17	61863272	61863406	0.423631	3	duplication	0.965823
17298	SMAD4	18	51030201	51030635	0.281116	3	duplication	0.975991
17298	SMAD4	18	51047046	51047296	-0.288284	1	deletion	0.992244
17298	SMAD4	18	51059865	51059917	0.236335	3	duplication	0.94058
17298	STK11	19	1221948	1222007	0.223899	3	duplication	0.977961
17298	POLD1_L474P	19	50406432	50406456	0.223598	3	duplication	0.98419
17298	POLD1_S478N	19	50406444	50406468	0.212353	3	duplication	0.975732
17298	CHEK2	22	28699837	28699938	0.232045	3	duplication	0.970068
17298	CHEK2	22	28711908	28712018	0.219661	3	duplication	0.975637
17298	CHEK2	22	28724976	28725125	-0.283559	1	deletion	0.969778
17298	CHEK2	22	28741757	28741856	0.44261	3	duplication	0.952362
17299	MUTYH	1	45331419	45331557	-0.306392	1	deletion	0.799782
17299	EPCAM	2	47369505	47369582	0.339198	3	duplication	0.850624
17299	MSH2	2	47414268	47414419	0.239708	3	duplication	0.976891
17299	MSH6	2	47783233	47783494	0.207054	3	duplication	0.94112
17299	MSH6	2	47805617	47805708	0.29115	3	duplication	0.984065
17299	MLH1	3	37000954	37001054	0.222643	3	duplication	0.975035
17299	MLH1	3	37040185	37040295	0.234937	3	duplication	0.971338
17299	APC	5	112737876	112737937	0.243695	3	duplication	0.971013
17299	APC	5	112792445	112792530	0.235313	3	duplication	0.976718
17299	PMS2	7	5973398	5973543	0.203539	3	duplication	0.977803
17299	PMS2	7	5977587	5977758	0.371167	3	duplication	0.884712
17299	PMS2	7	5978595	5978697	0.437268	3	duplication	0.859095
17299	PMS2	7	6008996	6009020	0.429408	3	duplication	0.952285
17299	BMPR1A	10	86756627	86756931	0.358018	3	duplication	0.843023
17299	BMPR1A	10	86899793	86899891	0.276665	3	duplication	0.987293
17299	PTEN	10	87925512	87925558	0.212283	3	duplication	0.973668
17299	ATM	11	108279490	108279609	0.205151	3	duplication	0.977168
17299	ATM	11	108297286	108297383	0.202935	3	duplication	0.995803
17299	ATM	11	108331443	108331558	0.242488	3	duplication	0.989804
17299	HNF1A	12	120999267	120999390	-0.250268	1	deletion	0.97224
17299	RB1	13	48347824	48347864	0.208971	3	duplication	0.960976
17299	RB1	13	48348955	48349024	0.204576	3	duplication	0.97065
17299	CDH1	16	68737415	68737464	0.340877	3	duplication	0.904912
17299	TP53	17	7674180	7674291	-0.326285	1	deletion	0.987619
17299	TP53	17	7676381	7676404	-0.273582	1	deletion	0.982903
17299	NF1	17	31235917	31236022	0.207126	3	duplication	0.980854
17299	NF1	17	31325819	31326253	-0.264474	1	deletion	0.982594
17299	NF1	17	31340504	31340646	-0.25569	1	deletion	0.98479
17299	BRCA1	17	43063332	43063374	-0.356934	1	deletion	0.973102
17299	BRCA1	17	43091434	43094861	-0.25096	1	deletion	0.962263
17299	BRCA1	17	43099774	43099881	-0.316054	1	deletion	0.983709
17299	BRIP1	17	61685835	61686166	-0.254104	1	deletion	0.987217
17299	SMAD4	18	51030201	51030635	0.244285	3	duplication	0.976738
17299	SMAD4	18	51059865	51059917	0.352324	3	duplication	0.942738
17299	SMAD4	18	51076637	51076777	0.231144	3	duplication	0.981164
17299	STK11	19	1218416	1218501	-0.332796	1	deletion	0.975912
17299	STK11	19	1220372	1220506	-0.253958	1	deletion	0.986825
17299	CHEK2	22	28687896	28687987	0.285918	3	duplication	0.974714
17299	CHEK2	22	28741757	28741856	0.276029	3	duplication	0.953925
17300	PMS2	7	5977587	5977758	-0.386488	1	deletion	0.885275
17300	BMPR1A	10	86756627	86756931	-0.284857	1	deletion	0.843445
17300	PTEN	10	87925512	87925558	0.346438	3	duplication	0.974754
17300	RB1	13	48347824	48347864	0.295926	3	duplication	0.962139
17300	TP53	17	7669608	7669691	0.20458	3	duplication	0.988943
17300	NF1	17	31095309	31095370	-0.387248	1	deletion	0.960769
17300	NF1	17	31169890	31169998	0.205135	3	duplication	0.975775
17300	BRCA1	17	43125259	43125382	0.242703	3	duplication	0.969704
17300	BRIP1	17	61715950	61716064	0.267833	3	duplication	0.981302
17301	EPCAM	2	47369505	47369582	-0.272535	1	deletion	0.851666
17301	MSH2	2	47445547	47445658	0.516737	3	duplication	0.986563
17301	MSH6	2	47783233	47783494	-0.417749	1	deletion	0.941686
17301	VHL	3	10141847	10142188	-0.563326	1	deletion	0.96171
17301	BAP1	3	52406828	52406908	0.281507	3	duplication	0.961269
17301	APC	5	112737876	112737937	0.265672	3	duplication	0.972184
17301	PMS2	7	5978595	5978697	0.295415	3	duplication	0.860001
17301	BMPR1A	10	86756627	86756931	-0.640605	1	deletion	0.843547
17301	HNF1A	12	120988832	120989033	0.201606	3	duplication	0.987577
17301	CDH1	16	68737415	68737464	-0.747386	1	deletion	0.906218
17301	NF1	17	31095309	31095370	-0.900526	1	deletion	0.960998
17301	BRCA1	17	43082403	43082576	0.307018	3	duplication	0.989263
17301	RAD51C	17	58732483	58732545	0.243225	3	duplication	0.981285
17301	STK11	19	1219323	1219414	0.228715	3	duplication	0.971859
17302	SDHB	1	17044760	17044889	0.227843	3	duplication	0.97875
17302	MUTYH	1	45330515	45330558	0.263765	3	duplication	0.978857
17302	MUTYH	1	45331419	45331557	-0.483287	1	deletion	0.799095
17302	MUTYH	1	45333412	45333604	-0.262856	1	deletion	0.988662
17302	MUTYH	1	45340218	45340255	0.483295	3	duplication	0.93222
17302	MSH2	2	47478271	47478520	-0.251125	1	deletion	0.967488
17302	MSH6	2	47783233	47783494	-0.332931	1	deletion	0.940621
17302	MSH6	2	47803419	47803686	-0.347237	1	deletion	0.976629
17302	VHL	3	10141847	10142188	-0.672158	1	deletion	0.960778
17302	MLH1	3	37012010	37012100	0.310625	3	duplication	0.982275
17302	MLH1	3	37040185	37040295	0.269252	3	duplication	0.970569
17302	MLH1	3	37042267	37042332	0.21928	3	duplication	0.982998
17302	BAP1	3	52405109	52405295	-0.362347	1	deletion	0.973277
17302	BAP1	3	52406828	52406908	0.238744	3	duplication	0.959345
17302	BAP1	3	52409713	52409744	-0.374544	1	deletion	0.970122
17302	BAP1	3	52409841	52409879	0.202653	3	duplication	0.969571
17302	APC	5	112737876	112737937	0.25735	3	duplication	0.96998
17302	APC	5	112821895	112821992	0.315501	3	duplication	0.980517
17302	APC	5	112834950	112835166	-0.266046	1	deletion	0.984858
17302	PMS2	7	6008996	6009020	0.230383	3	duplication	0.950638
17302	BMPR1A	10	86756627	86756931	-0.287257	1	deletion	0.84256
17302	BMPR1A	10	86890061	86890225	0.210846	3	duplication	0.986309
17302	MEN1	11	64807178	64807220	-0.314667	1	deletion	0.927919
17302	MEN1	11	64807890	64808100	0.230994	3	duplication	0.985207
17302	MEN1	11	64810618	64810728	0.260314	3	duplication	0.980218
17302	ATM	11	108229177	108229324	0.222349	3	duplication	0.986293
17302	ATM	11	108252816	108252913	0.244471	3	duplication	0.986242
17302	ATM	11	108299713	108299886	-0.258749	1	deletion	0.976964
17302	ATM	11	108330213	108330422	-0.308787	1	deletion	0.97965
17302	ATM	11	108353765	108353881	0.223576	3	duplication	0.987902
17302	HNF1A	12	120993519	120993707	-1.25869	0	deletion	0.781553
17302	HNF1A	12	120996540	120996743	0.216561	3	duplication	0.980485
17302	HNF1A	12	120997473	120997666	0.221158	3	duplication	0.979133
17302	BRCA2	13	32326100	32326151	-0.264899	1	deletion	0.981069
17302	BRCA2	13	32346826	32346897	-0.284611	1	deletion	0.989908
17302	BRCA2	13	32379316	32379516	-0.359567	1	deletion	0.942243
17302	RB1	13	48342598	48342715	0.260753	3	duplication	0.985403
17302	RB1	13	48347824	48347864	0.244906	3	duplication	0.9597
17302	RB1	13	48380052	48380085	0.337013	3	duplication	0.92936
17302	RB1	13	48477354	48477405	0.52895	3	duplication	0.927732
17302	PALB2	16	23624008	23624095	0.254533	3	duplication	0.978048
17302	CDH1	16	68737415	68737464	-0.352799	1	deletion	0.903759
17302	FLCN	17	17222500	17222662	-0.276802	1	deletion	0.983362
17302	FLCN	17	17231782	17231894	0.298771	3	duplication	0.983422
17302	NF1	17	31095309	31095370	-1.3256	0	deletion	0.958794
17302	NF1	17	31169890	31169998	-0.299415	1	deletion	0.974291
17302	NF1	17	31219004	31219119	0.239346	3	duplication	0.98437
17302	NF1	17	31232072	31232190	0.394913	3	duplication	0.972982
17302	NF1	17	31343008	31343136	0.243914	3	duplication	0.990065
17302	NF1	17	31352256	31352415	0.20986	3	duplication	0.973073
17302	NF1	17	31358968	31359016	0.291947	3	duplication	0.946524
17302	RAD51D	17	35101200	35101366	-0.309068	1	deletion	0.977378
17302	RAD51D	17	35119110	35119173	0.319137	3	duplication	0.985189
17302	BRCA1	17	43045677	43045803	0.332783	3	duplication	0.964833
17302	BRCA1	17	43047642	43047704	-0.32963	1	deletion	0.981667
17302	BRCA1	17	43051062	43051118	0.211559	3	duplication	0.978933
17302	BRCA1	17	43063873	43063952	0.285524	3	duplication	0.987803
17302	BRCA1	17	43091434	43094861	-0.257196	1	deletion	0.962125
17302	BRCA1	17	43104121	43104262	-0.577944	1	deletion	0.987876
17302	BRCA1	17	43104867	43104957	-0.770037	1	deletion	0.988354
17302	BRCA1	17	43106455	43106534	-0.741107	1	deletion	0.982688
17302	BRCA1	17	43125259	43125382	0.240593	3	duplication	0.968313
17302	RAD51C	17	58720745	58720813	0.253197	3	duplication	0.97714
17302	RAD51C	17	58732483	58732545	0.345413	3	duplication	0.979099
17302	BRIP1	17	61780839	61781006	0.224467	3	duplication	0.987912
17302	BRIP1	17	61863272	61863406	0.277395	3	duplication	0.96647
17302	SMAD4	18	51059865	51059917	0.308969	3	duplication	0.941619
17302	POLD1_S478N	19	50406444	50406468	0.221538	3	duplication	0.97726
17302	CHEK2	22	28699837	28699938	0.205419	3	duplication	0.970813
17302	CHEK2	22	28741757	28741856	0.394984	3	duplication	0.953114
17303	SDHB	1	17053947	17054020	0.327608	3	duplication	0.971067
17303	MUTYH	1	45331660	45331850	0.240277	3	duplication	0.986683
17303	MUTYH	1	45332573	45332688	0.223994	3	duplication	0.985747
17303	EPCAM	2	47369505	47369582	-0.428036	1	deletion	0.851088
17303	MSH2	2	47463030	47463155	-1.0433	1	deletion	0.994022
17303	MSH2	2	47466657	47466809	-1.04704	1	deletion	0.995219
17303	MSH2	2	47470964	47471063	-0.963399	1	deletion	0.976012
17303	MSH2	2	47475024	47475271	-1.09225	1	deletion	0.990871
17303	MSH2	2	47476366	47476572	-0.979585	1	deletion	0.993708
17303	MSH2	2	47478271	47478520	-1.12189	0	deletion	0.968257
17303	MSH2	2	47480695	47480872	-1.06793	1	deletion	0.994351
17303	MSH2	2	47482778	47482950	-0.870207	1	deletion	0.993725
17303	MSH6	2	47783233	47783494	-0.74329	1	deletion	0.941372
17303	VHL	3	10141847	10142188	-1.32651	0	deletion	0.961436
17303	BAP1	3	52406828	52406908	0.725536	4	duplication	0.960702
17303	BAP1	3	52409713	52409744	-0.306613	1	deletion	0.972302
17303	BAP1	3	52409841	52409879	-0.272376	1	deletion	0.97154
17303	PMS2	7	5978595	5978697	0.405964	3	duplication	0.859498
17303	BMPR1A	10	86756627	86756931	-1.1104	0	deletion	0.843256
17303	BMPR1A	10	86838853	86838991	0.219093	3	duplication	0.990687
17303	BMPR1A	10	86890061	86890225	0.254897	3	duplication	0.987257
17303	MEN1	11	64807178	64807220	-0.474306	1	deletion	0.929792
17303	MEN1	11	64810618	64810728	0.335475	3	duplication	0.981375
17303	ATM	11	108317372	108317522	0.216262	3	duplication	0.985935
17303	HNF1A	12	120993519	120993707	-0.584226	1	deletion	0.782438
17303	HNF1A	12	120994163	120994406	0.269292	3	duplication	0.982927
17303	HNF1A	12	120997473	120997666	0.334019	3	duplication	0.980007
17303	HNF1A	12	120999267	120999390	0.302248	3	duplication	0.972608
17303	BRCA2	13	32315462	32315679	-0.538591	1	deletion	0.9509
17303	BRCA2	13	32396897	32397045	0.238199	3	duplication	0.98184
17303	RB1	13	48348955	48349024	0.223872	3	duplication	0.97114
17303	RB1	13	48459687	48459834	0.225324	3	duplication	0.989063
17303	PALB2	16	23624008	23624095	0.400464	3	duplication	0.979349
17303	CDH1	16	68737415	68737464	-1.22808	0	deletion	0.905493
17303	NF1	17	31095309	31095370	-1.25603	0	deletion	0.960348
17303	RAD51D	17	35107365	35107448	0.227408	3	duplication	0.988266
17303	RAD51D	17	35119531	35119614	-0.44301	1	deletion	0.984982
17303	BRCA1	17	43045677	43045803	0.258614	3	duplication	0.965915
17303	RAD51C	17	58692643	58692789	-0.292227	1	deletion	0.986837
17303	BRIP1	17	61744431	61744592	0.210156	3	duplication	0.989637
17303	STK11	19	1220580	1220718	-0.678561	1	deletion	0.967814
17303	STK11	19	1221948	1222007	-0.386025	1	deletion	0.980516
17303	STK11	19	1227581	1228447	-0.443178	1	deletion	0.973043
17303	CHEK2	22	28694031	28694118	0.231821	3	duplication	0.992042
17304	MUTYH	1	45331419	45331557	-0.289115	1	deletion	0.800071
17304	MUTYH	1	45340218	45340255	0.281618	3	duplication	0.934106
17304	EPCAM	2	47369505	47369582	-0.315875	1	deletion	0.851011
17304	MSH6	2	47783233	47783494	-0.357549	1	deletion	0.941331
17304	MSH6	2	47804909	47805028	0.238205	3	duplication	0.985334
17304	VHL	3	10141847	10142188	-0.339796	1	deletion	0.961399
17304	BAP1	3	52406828	52406908	0.409487	3	duplication	0.960627
17304	APC	5	112737876	112737937	0.228022	3	duplication	0.971448
17304	APC	5	112792445	112792530	0.23038	3	duplication	0.977086
17304	APC	5	112821895	112821992	0.207943	3	duplication	0.981682
17304	PMS2	7	5977587	5977758	-0.265116	1	deletion	0.884972
17304	BMPR1A	10	86756627	86756931	-0.395295	1	deletion	0.843218
17304	ATM	11	108327644	108327759	0.239472	3	duplication	0.986635
17304	HNF1A	12	120993519	120993707	-0.502455	1	deletion	0.782389
17304	HNF1A	12	120996540	120996743	0.260413	3	duplication	0.981289
17304	RB1	13	48347824	48347864	0.261858	3	duplication	0.961513
17304	PALB2	16	23603458	23603670	-0.879937	1	deletion	0.994353
17304	TP53	17	7670608	7670716	-0.270865	1	deletion	0.968324
17304	TP53	17	7673700	7673838	-0.261516	1	deletion	0.971976
17304	FLCN	17	17216379	17216504	0.288016	3	duplication	0.980085
17304	FLCN	17	17232776	17232913	0.260092	3	duplication	0.99184
17304	NF1	17	31095309	31095370	-0.997866	1	deletion	0.960262
17304	BRCA1	17	43045677	43045803	0.359545	3	duplication	0.965855
17304	BRCA1	17	43099774	43099881	0.256973	3	duplication	0.984038
17304	BRCA1	17	43115725	43115780	0.309219	3	duplication	0.969461
17304	RAD51C	17	58732483	58732545	0.271575	3	duplication	0.980555
17304	STK11	19	1220580	1220718	-0.26873	1	deletion	0.967756
17304	CHEK2	22	28689134	28689216	0.24624	3	duplication	0.980044
17305	MUTYH	1	45331419	45331557	-0.363485	1	deletion	0.800201
17305	MUTYH	1	45332022	45332087	-0.379106	1	deletion	0.980224
17305	MLH1	3	37006990	37007064	0.224085	3	duplication	0.993175
17305	MLH1	3	37042267	37042332	0.216862	3	duplication	0.984611
17305	MEN1	11	64807178	64807220	-0.253135	1	deletion	0.929925
17305	MEN1	11	64807551	64807681	-0.266685	1	deletion	0.966202
17305	SDHD	11	112086907	112086960	-0.27204	1	deletion	0.948165
17305	HNF1A	12	120993519	120993707	-0.660105	1	deletion	0.782501
17305	HNF1A	12	120997473	120997666	-0.2516	1	deletion	0.980069
17305	HNF1A	12	120999482	120999628	-0.463805	1	deletion	0.95052
17305	POLE_L424V	12	132673652	132673676	0.283862	3	duplication	0.980453
17305	BRCA2	13	32319076	32319326	-1.00857	1	deletion	0.995666
17305	BRCA2	13	32330918	32331031	0.23672	3	duplication	0.984121
17305	BRCA2	13	32379316	32379516	-0.259745	1	deletion	0.943162
17305	TP53	17	7673700	7673838	-0.265606	1	deletion	0.972106
17305	TP53	17	7676520	7676595	-0.318864	1	deletion	0.97422
17305	BRCA1	17	43047642	43047704	-0.277168	1	deletion	0.983318
17305	BRIP1	17	61715950	61716064	0.239925	3	duplication	0.981074
17305	SMAD4	18	51059865	51059917	0.213321	3	duplication	0.943421
17305	STK11	19	1220580	1220718	-0.33733	1	deletion	0.967887
17305	STK11	19	1226453	1226648	-0.274572	1	deletion	0.983093
17306	MUTYH	1	45331419	45331557	-0.671571	1	deletion	0.800034
17306	EPCAM	2	47379768	47379970	-0.287765	1	deletion	0.957165
17306	MSH6	2	47803419	47803686	-0.281111	1	deletion	0.977304
17306	APC	5	112737876	112737937	0.218736	3	duplication	0.971393
17306	PMS2	7	5977587	5977758	0.324307	3	duplication	0.884939
17306	PMS2	7	5978595	5978697	0.401358	3	duplication	0.859389
17306	PMS2	7	6008996	6009020	0.253769	3	duplication	0.952891
17306	MEN1	11	64807178	64807220	-0.357272	1	deletion	0.929622
17306	HNF1A	12	120993519	120993707	-0.526511	1	deletion	0.782358
17306	HNF1A	12	121001064	121001193	-0.259365	1	deletion	0.975979
17306	RB1	13	48347824	48347864	0.202592	3	duplication	0.961445
17306	RB1	13	48380052	48380085	0.243599	3	duplication	0.931282
17306	RB1	13	48477354	48477405	0.357355	3	duplication	0.929277
17306	PALB2	16	23641109	23641158	0.323827	3	duplication	0.968201
17306	CDH1	16	68737415	68737464	0.203217	3	duplication	0.905336
17306	NF1	17	31181709	31181786	0.218984	3	duplication	0.97717
17306	NF1	17	31358968	31359016	0.230153	3	duplication	0.948117
17306	BRCA1	17	43057051	43057136	-0.951056	1	deletion	0.985895
17306	BRCA1	17	43115725	43115780	0.216142	3	duplication	0.969403
17306	BRCA1	17	43125259	43125382	0.241358	3	duplication	0.969308
17306	POLD1_L474P	19	50406432	50406456	0.200978	3	duplication	0.987971
17306	POLD1_S478N	19	50406444	50406468	0.249794	3	duplication	0.979513
17306	CHEK2	22	28687896	28687987	0.292838	3	duplication	0.975026
17306	CHEK2	22	28741757	28741856	0.24867	3	duplication	0.954224
17307	SDHB	1	17044760	17044889	0.36153	3	duplication	0.978943
17307	MUTYH	1	45331419	45331557	-0.56721	1	deletion	0.799282
17307	MUTYH	1	45332022	45332087	-0.355992	1	deletion	0.978885
17307	MUTYH	1	45332573	45332688	0.251559	3	duplication	0.98482
17307	MUTYH	1	45332917	45332960	-0.288307	1	deletion	0.971841
17307	MUTYH	1	45340218	45340255	0.375442	3	duplication	0.932582
17307	EPCAM	2	47369505	47369582	0.379309	3	duplication	0.849955
17307	EPCAM	2	47377013	47377078	0.2241	3	duplication	0.979941
