CHR:START-STOP	SAMPLE	17304.normalized.coverage.txt	17306.normalized.coverage.txt	17301.normalized.coverage.txt	17296.normalized.coverage.txt	17299.normalized.coverage.txt	17303.normalized.coverage.txt	17298.normalized.coverage.txt	17307.normalized.coverage.txt	17305.normalized.coverage.txt	17300.normalized.coverage.txt	17297.normalized.coverage.txt
1:161362328-161362434	1.02838661042588	1.06603560720625	0.907404410274336	1.12883530138974	1.11020338788965	0.989552724130436	1.07673598865932	0.878526263262059	0.928743648466146	0.981946754552863	1.0336357494888	1.00996342577753
1:193122200-193122332	0.919531832959272	1.03204857515463	1.07351227918355	0.996447294038494	0.785305582755612	1.06945869192726	0.842213146529933	1.06108311380558	1.05430856962373	1.00061689342337	1.08841677820411	1.12739300145318
1:193125111-193125218	0.784802201604951	0.743903237171249	0.778001490845838	0.727576595905439	0.681367279276086	0.805295223845494	0.822357887245481	0.793001818606557	0.76071198943366	0.768672841865699	0.770472981396393	0.802548782108952
1:193130173-193130244	1.30730801202666	1.24957469208984	1.24680915168234	1.25062172738367	1.10601299865875	1.26216665801724	1.22409464043095	1.37220421323335	1.25694888220709	1.28896346467062	1.20068804425522	1.23088819491689
1:193135390-193135454	1.08801163876992	1.22342381220025	1.26984644618164	1.23967554395545	1.18749525600819	1.22865482018673	1.32230456220627	1.21133527490218	1.14002775534604	1.28392644820636	1.18591714821318	1.21207379420997
1:193135536-193135590	1.73706830945893	1.57083870712362	1.67314014457953	1.4135103964602	1.32173201619166	1.69462232462675	1.44215233969078	1.79883298549675	1.89049893096511	1.65214140027607	1.51415697578976	1.65677587278852
1:193138084-193138174	0.922569936370831	0.698224848329968	0.675624437943862	0.73298887548939	0.648383643353722	0.742690462425962	0.784713270604529	0.769619195840734	0.675315752171234	0.660294043002292	0.681186392158979	0.765625653968093
1:193141849-193142067	1.57884225258844	1.41766926777034	1.43694590179286	1.42984183185897	1.42566476948677	1.55245028944419	1.6376570109698	1.42050492496474	1.44107873428529	1.48398950334056	1.46871285571101	1.55067970834889
1:193147866-193147966	0.940384760678725	0.970215867513261	1.09813098350933	1.08361134726317	1.17199914113048	1.1113236582745	1.03205170774461	1.07043324099716	1.00098268978546	0.985498303586792	1.03326310355211	1.0987610012839
1:193150303-193150383	0.921694367681357	0.862550781528826	0.886717860111703	0.895755920305614	0.93441794719955	0.865550978256456	0.854707237542595	0.938602291425347	0.903666897476468	0.905358466787217	0.829716419253283	0.932001452717938
1:193152379-193152445	1.08367457523411	1.06746616056606	1.12003992072703	0.886634100782101	0.972342357285287	1.18171440952075	1.0822588543681	1.15424398265333	1.08765693650191	1.13369064576049	1.10117393297267	1.15606764049092
1:193203794-193203853	1.09911816762544	1.12769519055566	1.16727705965212	1.13970040197775	1.16239732209809	1.15884014676922	1.10123077345994	1.09737329496791	1.10718153393901	1.17272752335847	1.09105332605701	1.16979735613426
1:193212064-193212101	1.50386718576783	1.54838721999891	1.45334127502093	1.29899439847169	1.34033623433997	1.49932200830744	1.47723924878302	1.50721128413555	1.66298764857535	1.53350759783274	1.37014333440726	1.54495544025846
1:193212389-193212478	1.34240272415545	1.40667131932897	1.43280859176034	1.38113131560341	1.39452823493665	1.37317089618967	1.40563298704294	1.35628854360443	1.30729142718735	1.47304831937404	1.30111560518759	1.37756590241103
1:193232992-193233155	1.19377793764009	1.07293324346981	1.14727436238742	1.07713823385315	1.12894081046384	1.15496651998976	1.15950735211326	1.13182266983939	1.05433810759263	1.11885859278864	1.12097918219841	1.17753631075932
1:193236255-193236357	1.12101698013561	1.2241709801971	1.22633630555031	1.15369394881715	1.17030078470048	0.933729789287868	1.13614260611761	1.12410004916209	1.04055372211006	1.18565938449051	1.03288111551673	1.26063946538318
1:193249729-193249872	1.103490014027	0.991273248497523	1.13745252514078	1.08619248434316	1.17635048570932	1.14556055957912	1.1024801825612	1.08164608884019	1.01833132351424	1.12284748756348	1.09361721314231	1.10035995885106
1:193250675-193250713	0.686215565988467	0.582197859044254	0.741366636287161	0.606440859704193	0.620880259519555	0.736931670613831	0.615848866251618	0.700323065692121	0.701312118592391	0.68088247077775	0.628129499657716	0.688235041745837
1:241497827-241497971	1.16888659926658	1.24960202750435	1.13047722558181	1.19038393401173	1.25672825636082	1.26817574571358	1.12438065292225	1.26518908561094	1.22850381816485	1.18456602013824	1.05239779769399	0.592908389506892
1:241500436-241500591	1.4445324144414	1.39474396679397	1.28720776162805	1.44646381410181	1.47398467497579	1.48901220164826	1.43666926408076	1.29279679710146	1.36930146987964	1.36254311535656	1.43236171169187	0.657895354894832
1:241502442-241502571	1.63162824988127	1.56162667243081	1.57998228355788	1.55877030469463	1.65328893258296	1.64239788973854	1.46602639895064	1.47672110374675	1.49323294135754	1.59619884765882	1.71678709640587	0.769041027331547
1:241504041-241504246	1.76560225346248	1.76933026374896	1.73015637994514	1.76403151468373	1.86801446710616	1.89153168591599	1.85388436568637	1.60287477296442	1.72055714994433	1.71073064867018	1.72956501139375	0.918887868723803
1:241506002-241506169	1.86801980194771	1.70514671045898	1.75073180401185	1.76580182336162	1.72949296455679	1.77749807295449	1.71241464853218	1.72480627537215	1.8383250319136	1.68506297794514	1.76319656668273	0.958175322120636
1:241508602-241508786	1.08141368896061	1.0596937910379	0.986816828047422	1.16816723579446	1.25757188439141	1.1742551948762	1.10837707519839	1.091161304215	0.962107768927735	1.02761922270256	1.14031732648957	0.558777041278294
1:241511966-241512144	1.62832987468119	1.57184100565598	1.58294849550269	1.45524778845779	1.39043219884075	1.6206956473972	1.5355237854561	1.59156696289211	1.65250166961897	1.56731894787125	1.49948988084429	0.771525807390914
1:241513602-241513714	0.986487650111622	1.06853224173229	1.05072288135976	1.03843469146006	1.05748218616209	1.06282386452039	0.994155617679453	1.03155278241129	1.03009728112257	1.05885928140229	1.04707280143991	0.513864455160193
1:241517181-241517317	1.20697743548621	1.28778048978218	1.20250403205716	1.10826053068671	1.32657177699874	1.22631077936633	1.38683614438568	1.18896363463895	1.08338377700232	1.25756505665091	1.18500369856335	0.65063182365308
1:241519590-241519723	0.875175283268668	0.920073605481072	1.64160597782335	0.873795984415675	0.532643427740973	1.58391605774504	0.306781661489237	1.55650398592367	1.6503749358588	1.3457128447754	1.2115560190662	0.620450966587079
2:29193223-29193923	0.949511065005041	0.972748949258664	0.897103875999141	1.01313684531485	1.01725000939793	0.934978288996017	0.968093102987437	0.827499405071374	0.93953189930418	0.957824874808617	0.940771136452586	0.890951948082095
2:29196769-29196861	0.82502558731757	0.844762716121005	0.816763127917104	0.896195119023412	0.892517385001209	0.852838529756375	0.85491414605618	0.827341621675016	0.867781219070532	0.803735905576465	0.834516181958723	0.846323976410948
2:29197541-29197677	1.92181330293801	1.86186975369969	1.86677309263076	1.93739338395393	1.99169477653841	1.78600018711659	1.88995011120827	1.5506455468552	1.78134628992245	1.76880714688531	1.99748602175297	1.64090355400517
2:29207170-29207273	0.408536752281241	0.469371846798682	0.391538267082332	0.437899365284419	0.538911806015645	0.463364228596701	0.478759243169634	0.415319501233711	0.409603014614465	0.492978381285182	0.445975183351191	0.435500610765392
2:29209785-29209879	0.519205036403308	0.530902042519374	0.53540296566998	0.592260146641974	0.588903427049488	0.588383049809699	0.502209935778622	0.506521226243352	0.505907623788417	0.547213777424119	0.559750527291618	0.506661684305992
2:29213983-29214082	1.21220685943978	1.145454098188	1.08064144564456	1.17476873036814	1.27900669658973	1.04031709969408	1.07082317998263	1.04066915642308	1.24569491605954	1.08838011891361	1.05419355666467	1.12177533053389
2:29220705-29220836	0.958327921767131	0.917895884124414	0.867809327483709	0.996818923722785	1.04894267242612	0.933041475606287	0.978955799950674	0.818092300542218	0.863649841821615	0.95958179821606	0.887554390262603	0.890045872127371
2:29222343-29222409	1.32658251728673	1.29394006985373	1.1477616075772	1.38842201431887	1.37291581683715	1.27413517152813	1.44914743905392	1.26922278891969	1.18161721554487	1.2235802764048	1.35388808268425	1.27566966651448
2:29222516-29222608	0.172688532565942	0.195639561710546	0.200587732023264	0.276698570664899	0.328630859169408	0.235632716994582	0.248641164973693	0.179304759429696	0.169573541008608	0.214659092214834	0.239188866828386	0.190362294200668
2:29223341-29223529	0.671294915992493	0.691253406447209	0.673549799214742	0.742225562369866	0.765872167056183	0.676153473206459	0.726348357931942	0.619948495778858	0.636050930124143	0.692695330048564	0.698377929773056	0.72939540743967
2:29225460-29225566	0.199437755733966	0.208413400915148	0.205371283044342	0.242370798881748	0.276658932337439	0.233178426796622	0.214970783397533	0.1735807284396	0.161823762570516	0.218651757211576	0.223667488858135	0.215117355255439
2:29226921-29227075	1.06943998727975	1.20556467471468	1.15209552531789	1.1968367767117	1.18893830395526	1.11217784264126	1.17971276426686	1.04326527767612	1.11385711490842	1.19945839666055	1.25865057658043	0.970680236267539
2:29227573-29227673	0.325122642585099	0.327492844822121	0.332514923461276	0.366779579066097	0.38609524849528	0.363908364415235	0.298338998332974	0.2866807435234	0.317742885159679	0.349346499527028	0.365472242905609	0.303918128676949
2:29228883-29229067	0.445700445217354	0.45919031607094	0.435180049396509	0.484952413148038	0.540767787682946	0.479035532013708	0.484333836006812	0.506082939031246	0.491122885759401	0.426841902682869	0.509040577583823	0.45156267251337
2:29232303-29232449	0.486226082039216	0.530461942345623	0.475173476500186	0.577825374013766	0.625441401069161	0.5390171528372	0.528152284372364	0.506792964314857	0.447704040687242	0.552919631254213	0.544228111310401	0.545966193250208
2:29233564-29233697	0.736579956179861	0.715419735242733	0.665397417855195	0.643756534149047	0.68878565576088	0.617675614163507	0.685167993114605	0.564071259107539	0.590024866997853	0.663761893109944	0.641041318060173	0.62535976631826
2:29239679-29239831	0.938909487407419	1.0761770459927	0.974011682533527	1.15840351045263	1.17022308211871	1.08451617448536	1.00229667188707	0.918999165385246	0.917864814523512	1.06928771518981	1.02976812063057	0.985570795104644
2:29251104-29251268	0.398443724169012	0.437642719986309	0.402296982799146	0.504609596376041	0.6158817634383	0.431197234525007	0.464617842068042	0.349301759431647	0.386177436085807	0.439649346492059	0.480165188539723	0.390217066491709
2:29275098-29275228	2.05746647934836	1.92528791538315	1.86092615035339	1.87539879571079	1.94542843928175	1.88535374782157	1.94378611483926	2.02408339337146	2.01168337133613	1.86122282620555	2.02172357780228	1.84246814492137
2:29275401-29275497	1.17460538215893	1.1728988543648	1.11744127971486	1.12265273482381	1.24782576056431	1.09540205897328	1.28772696637823	1.05786900758347	1.08600281024401	1.23547909673503	1.11403488883781	1.08038364897868
2:29296887-29297058	0.856127466340528	0.803756860801459	0.810116932565266	0.865066065286506	0.916631826233539	0.832893324792696	0.893590122057158	0.706798028772292	0.835511972655844	0.828461020825412	0.874777513285688	0.783793009846165
2:29318303-29318405	1.22464473246697	1.04404882212835	1.11122676650485	1.1554845282051	1.19835141671764	1.00159076427584	1.32636315228044	1.07631359442624	1.02034975138847	1.07014732578401	1.06721021417467	1.03461402160458
2:29320750-29320883	1.1867074206203	1.14871612432056	1.1597204851299	1.25514209572532	1.30737923930278	1.04612753986328	1.23163884315706	1.08111868322829	1.0938697559587	1.13245401297585	1.11151252219114	1.0252419983176
2:29328349-29328482	0.341420214300959	0.367987527890167	0.368042791141416	0.444160311929224	0.476330146662105	0.377504794411141	0.443148696377623	0.373284835678055	0.394493358927646	0.419490724013702	0.386202359901789	0.356360738964663
2:29383731-29383860	1.13763959173482	1.13498463442732	1.00821287559167	1.13046371509728	1.08618773993985	1.0277129140963	1.05474798008099	1.04904628600379	1.05458425733339	1.08374274597122	1.07521327872028	1.03222944288608
2:29531914-29532117	0.656552977961905	0.712288919099855	0.657332227740135	0.73271859935536	0.887420095637425	0.734596568932161	0.728696769561138	0.640802201330833	0.673244155952997	0.705641518023836	0.729909588878406	0.670553768968182
2:29694849-29695015	0.350679653044441	0.429629798810386	0.403396276332582	0.45385376547621	0.525897733606888	0.440354885526706	0.432320218899324	0.400197131458701	0.366949202936589	0.440998331889448	0.425081060622429	0.381873705906268
2:29717577-29717698	0.698046537978844	0.687508454658143	0.743886634216064	0.793469917381956	0.734034089196411	0.794166989374449	0.700025615993993	0.614954943475603	0.69209233390248	0.674158657033472	0.709855217020903	0.629962632168258
2:29919992-29920660	1.18653830392822	1.29500615101996	1.4877989129158	1.175228199796	1.23085329663307	1.52643739576366	0.976027248681464	1.395218674741	1.46492572117013	1.49758492352777	1.39090355372144	1.31545173078543
2:47369505-47369582	0.146666151351099	0.129329313171012	0.201638301037721	0.139616542555883	0.0562987395957092	0.214296979340841	0.0878446010466652	0.293932935926371	0.222885636461397	0.186519664009277	0.187614253986155	0.20183747967432
2:47373462-47373571	0.782821977075743	0.851655796482145	0.802089354359593	0.873350028794526	0.798772550212371	0.875611482269059	0.814726146302078	0.898700623635271	0.827439245757875	0.802001603500449	0.773865201232331	0.897964975971659
2:47373807-47374049	0.507838235759269	0.47132359539532	0.50312083480668	0.512312466195897	0.535320836701219	0.559776812662201	0.493380512862349	0.486475430119024	0.475009923729244	0.465785278777626	0.549578019827667	0.508779770096624
2:47375233-47375300	1.08338431821651	1.05062754522252	1.19561421411044	1.11070652969968	0.980978444230027	1.21597117557808	1.10321232037851	1.08244084965147	1.02130481238262	1.12442344031951	1.05581285377118	1.13433247729465
2:47377013-47377078	1.29723297505189	1.1728532953406	1.2006832737164	1.177039049894	1.15812368010102	1.27072836643748	1.18786973451398	1.30071664702421	1.30033031251866	1.22358781684861	1.11147100175251	1.27471029197419
2:47378952-47379055	0.689383205589702	0.674711835941441	0.604272936205224	0.627001440910191	0.658113116627583	0.651038466348655	0.627221672281041	0.683560040786463	0.673059051347945	0.640023821955565	0.624772572194612	0.716046243697307
2:47379768-47379970	0.572786241971647	0.556201879836942	0.537839191618885	0.590822953299269	0.592797436432797	0.579169777500398	0.600026731378132	0.554443550014957	0.539327866390899	0.557498942779277	0.62928480586255	0.562817074064652
2:47385165-47385211	1.22074665268507	1.16314922318645	1.06673358733274	1.0343400080295	0.912567981207229	1.07814952124015	1.12374401134199	1.09839158225736	1.19521452722446	1.11201941025409	1.06787454119272	1.10670249053413
2:47386571-47386614	0.533000640603765	0.558408758969088	0.51320082652229	0.540029959431009	0.452112471999716	0.545512926975065	0.517235472874804	0.577177507706864	0.564175205822189	0.496161202616863	0.507917449718926	0.6128122133029
2:47403191-47403403	0.579753609803368	0.566005270663842	0.604166084189921	0.613564662906889	0.603307265634956	0.630244043206402	0.542105876207779	0.639967994670459	0.589215526650234	0.646700884948228	0.608294148113977	0.61907479710761
2:47408400-47408556	1.38309867707856	1.29284665327298	1.20662424576724	1.31639342459987	1.3109202569575	1.41397309826666	1.42183551526064	1.41458804760132	1.28766836985396	1.31313812752152	1.29321634173854	1.3158035014502
2:47410093-47410373	0.672117710678766	0.62736872035597	0.679828423633938	0.687771678266169	0.701440076219753	0.693859920539137	0.700362240229557	0.660779332458597	0.660487691787844	0.65686917342435	0.655324348948333	0.672416021548068
2:47412413-47412561	1.36851386164841	1.24395270850382	1.34240323865289	1.20483019337563	1.20422351182532	1.37582284067715	1.30601449577129	1.38139947894332	1.36960669555818	1.24715924419481	1.20628292336039	1.44881545160369
2:47414268-47414419	1.13005692700214	1.10307509387913	1.16054965676865	1.10045630731659	1.0724055220085	1.27443314281886	1.16101937586639	1.43289092157884	1.20692140889501	1.1349951425394	1.12181997108063	1.18666102860924
2:47416295-47416430	1.322348602939	1.4319565777588	1.1782785431477	1.37085406560692	1.49559709307528	1.42068738468439	1.42098400714703	1.30430183641923	1.31472514935831	1.32364196574714	1.29246897384323	1.32025926320402
2:47429741-47429942	1.1964646141667	1.2250001544375	1.2248489254973	1.22851313962001	1.2698599926791	1.3521341230643	1.33006363146572	1.25262631315463	1.32037674740616	1.23457424347798	1.33014877189848	1.3702106976021
2:47445547-47445658	1.74532024450493	1.66622108018431	1.84806971587215	2.349165831052	1.66800802164302	1.97159657173453	1.75642249776786	1.87281586690015	1.83768504258762	1.80280700801904	1.63469080912792	1.77461904548821
2:47463030-47463155	1.11481243653198	1.05288727282274	1.13977762499377	1.0910169133356	1.1895266235029	1.2488970032035	0.561072224685789	1.06591888271247	1.20568081420158	1.0269632040912	1.08714002471628	1.13350101935973
2:47466657-47466809	1.16550426542505	1.21463092053006	1.11389379280681	1.15334934674627	1.25001253322255	1.19314657470834	0.617495380538573	1.23426061801004	1.12364402860104	1.14864334583327	1.18000048570863	1.16492586541298
2:47470964-47471063	0.805535188408039	0.769983956163569	0.822145050223878	0.820247525360979	0.810759838504947	0.893238470590876	0.392990889476602	0.815170385794849	0.810098488820806	0.718626916306913	0.751561459612135	0.832118837384298
2:47475024-47475271	0.836887743946202	0.925340228678348	0.911533172145639	0.948932749676018	1.0244874498709	0.919594031255744	0.452252670975384	0.921652263975857	0.919885211595671	0.919964306444798	0.958351928178804	0.912308691320795
2:47476366-47476572	1.08819994600861	1.2366268174128	1.15962645535643	1.16053869191146	1.28074945449503	1.1980730333817	0.605278228613326	1.0999884086668	1.11692906367311	1.18606656845618	1.13287478786543	1.14728403358865
2:47478271-47478520	0.841174432297136	0.913658894874011	0.953316584209669	0.887735476028273	0.977325312850189	0.973257667478173	0.483153661677399	0.895806467078001	0.947467766946287	0.927444426703095	0.919715084013173	0.835564057955672
2:47480695-47480872	1.1060975295488	1.17838416087823	1.08625758756888	1.16120762534319	1.21239338327946	1.19397096194602	0.582030465508047	1.12692407976543	1.1230138852647	1.2009589449785	1.15437199496527	1.21783004145175
2:47482778-47482950	1.62800603420701	1.55881112473538	1.51276809185177	1.51146522433603	1.4752612173905	1.64459294491356	0.826145904648046	1.61961734446685	1.71205021490366	1.55579714973145	1.53303839525601	1.6472141065369
2:47783233-47783494	0.50108796098617	0.512518065075045	0.794147257766162	0.500977760825013	0.387530526184168	0.746038666496106	0.288627031026062	0.72533757784435	0.741677722280161	0.665297127469409	0.599717063504322	0.594718409472917
2:47790926-47791124	0.872663720479957	0.938998824132873	0.900933452227595	0.942621801946417	1.04864407250476	0.972180004643374	0.930507375692659	0.844770843143074	1.02187587978118	0.976366826134375	1.02367188222896	0.941991739597554
2:47795893-47796064	0.697588363678324	0.718503170000446	0.705461794697033	0.715833097881835	0.689958964745532	0.723637184859195	0.744375660079065	0.682743365614573	0.762806231428047	0.755077421678492	0.745798422730518	0.689429996034362
2:47798610-47801156	0.977432110925963	1.02300966475377	1.00465684052239	1.07996261945377	1.13727718745035	1.01254617539826	1.07679965281735	0.972679122166543	1.0047832417828	1.02976824918806	1.06554939662953	1.03114748159897
2:47803419-47803686	0.279757389787855	0.33487614028363	0.287872151467741	0.346883877149813	0.360621012082063	0.349645471965734	0.344763698167728	0.332874754721936	0.300960395834654	0.325350545194389	0.327047152976984	0.306073523477481
2:47804909-47805028	0.47851388111686	0.499835343918838	0.391954562533951	0.464643864437023	0.487325061981854	0.449804548393318	0.453919080311722	0.538460676346846	0.478802598934876	0.449108833250157	0.472450691042572	0.428414030827739
2:47805617-47805708	1.10259645420007	1.00504118561012	1.05069723687608	0.975217103710437	1.0169502994397	1.26608994667849	1.09486435765731	1.012015399453	1.17584746562145	1.00123520981569	0.998126432362851	1.11142474521581
2:47806203-47806359	1.49662275441931	1.50730209197726	1.53996834086727	1.5669934560725	1.57666308659384	1.50920472278324	1.53456086506595	1.50447929384676	1.63542872359985	1.56507943606004	1.58439917783931	1.52807044834925
2:47806451-47806652	1.15333865827801	1.14249276161513	1.18004801252111	1.20725592167855	1.18813907739996	1.3274720325684	1.1879174826325	1.17686690758484	1.27152094686009	1.16968872450354	1.24363055790661	1.2872994178863
2:47806778-47806861	1.25118765725885	1.23852207281943	1.13207573173074	1.17912693302938	1.16609374491634	1.25286995374653	1.07763524489144	1.36808285248218	1.29615561291536	1.24240122415148	1.30470712312895	1.28248122575059
2:58159764-58159801	1.76489460205592	1.65070367654251	1.71120510651102	1.47186977070063	1.36713252468007	1.76900589116875	1.56222294172838	1.91828086036921	1.77924909413117	1.63252870592946	1.51333694712685	1.73966583307009
2:58160107-58160180	0.837657764629274	0.826465300822652	0.810469971623827	0.933574308359763	0.878488738881978	0.899940838156979	0.850736185685704	0.777663227140241	0.782277660521135	0.869345307156546	0.915637776939867	0.925796431385646
2:58161521-58161639	0.734048003435367	0.837681021399686	0.789505606221406	0.867417467652567	0.78139159270842	0.944009798817974	0.737675007446797	0.75422216607947	0.852910820931732	0.944056024413809	0.831149912396928	0.851827588357112
2:58162865-58162948	2.31568727819347	2.1672518928981	2.30243012942358	1.97625233512409	1.92563648166932	2.36750109334811	2.16431875824237	2.27422851489375	2.2844665140465	2.11382769379925	2.11823783739392	2.31391545373994
2:58163028-58163075	1.77085566559933	1.77209114061535	1.90640236806628	1.69374620602922	1.61634690513811	1.89186938671215	1.76337780703223	1.65368687042118	1.72060637989248	1.73927876893018	1.69089910292108	1.81106461830234
2:58163433-58163518	0.829182739478828	0.926123843894551	0.851704591737262	0.978690152032722	0.927926451511525	0.914055738198751	1.0073340983909	0.756453047989087	0.836646230661267	0.949847085258942	0.874403829338033	0.77680876319281
2:58165723-58165875	1.68375457213408	1.63316345222633	1.61120871650999	1.75315290028902	1.57247824754735	1.6345612447924	1.62136694453482	1.71623045558862	1.58781351774721	1.57866731580344	1.65440263736674	1.53754693686395
