CHR	START	STOP	GENE	17300.best.score.totallist	17299.best.score.totallist	17306.best.score.totallist	17304.best.score.totallist	17302.best.score.totallist	17307.best.score.totallist	17301.best.score.totallist	17298.best.score.totallist	17305.best.score.totallist
2	29207170	29207273	ALK	1.32331882697398	1.32328180895446	1.32149182771737	1.3231969908092	1.3223719093272	1.32241787190065	1.32323197306522	1.32264551957668	1.32249835841406
2	29209785	29209879	ALK	1.31843059615787	1.31777990702429	1.31852126116487	1.31849236204246	1.3183515289831	1.31807722781092	1.3176456820638	1.31809253850871	1.31852963516499
2	29213983	29214082	ALK	1.31920872578873	1.31901696238878	1.31949146595733	1.31971786898803	1.31924070538546	1.31872230237665	1.31959845866399	1.3190221947956	1.31955351700094
2	29220705	29220836	ALK	1.31917803575372	1.3194005967637	1.31893057465483	1.31938082942663	1.31931102925222	1.3188669509949	1.31887569592437	1.31791159177795	1.31930256515054
2	29222343	29222409	ALK	1.31880458683263	1.3189248272748	1.31755204432403	1.31896765489159	1.31893383583261	1.31810347011864	1.31850760544264	1.31890685846318	1.31860164191832
2	29222516	29222608	ALK	1.36124800928996	1.36135301754721	1.35963726083512	1.35900621349723	1.35487856541881	1.35416932081306	1.35679881953575	1.35626812881882	1.36091451352512
2	29223341	29223529	ALK	1.31815564535072	1.31807330683962	1.31805000352411	1.31815208202964	1.31802752351363	1.31740167142979	1.31769486312961	1.31694627010624	1.31815454971055
2	29225460	29225566	ALK	1.3343537698719	1.3339203539787	1.33405330712559	1.33420456442626	1.33364431785986	1.32766897818808	1.33310556663191	1.33014982450649	1.33441805829488
2	29226921	29227075	ALK	1.31857672513916	1.31949962073091	1.31958810490516	1.31931097123508	1.31913093946823	1.31950835715913	1.31938757652276	1.31876757496195	1.31936586237131
2	29227573	29227673	ALK	1.32250410921403	1.32258205981846	1.32317852867775	1.32310636226916	1.32305658238702	1.32283753184026	1.32243536387516	1.3208742823117	1.32308603984673
2	29228883	29229067	ALK	1.31900106723263	1.31943283337927	1.31860366872043	1.31926840997594	1.31895695083438	1.31935863064544	1.31941316497211	1.3190806827558	1.31825574250845
2	29232303	29232449	ALK	1.32249117097073	1.32252074460786	1.32129780891468	1.32252615850727	1.32171533517903	1.31989755757198	1.32181487978641	1.32226530022894	1.32239723672677
2	29233564	29233697	ALK	1.32028786532665	1.31998526013934	1.32032724522556	1.31949993423133	1.3187719454058	1.31929883849155	1.32030631038575	1.31833714198294	1.32033353879574
2	29239679	29239831	ALK	1.32155033071738	1.32129974690572	1.32120816545343	1.3213761249053	1.32069123956534	1.32027169698536	1.32000871144485	1.32029638798476	1.32142879162684
2	29251104	29251268	ALK	1.33980593620917	1.34000574753268	1.33897160287838	1.34012175007209	1.33877116765995	1.33803675863321	1.3387476939132	1.33496253531989	1.34014920388111
2	29275098	29275228	ALK	1.31563287529683	1.31573153763482	1.31564219835072	1.3158081941931	1.31543627141173	1.31567518810877	1.31569900147679	1.31562211087631	1.31564347554707
2	29275401	29275497	ALK	1.31844871875812	1.31830836194655	1.31846866426362	1.3185419175816	1.31853658515995	1.31821760131227	1.31849574637743	1.31786662377746	1.31804443283994
2	29296887	29297058	ALK	1.3186153106057	1.31882111792031	1.31871535770581	1.31865885441717	1.31877164677177	1.31882353248757	1.31870977127783	1.31637691645765	1.31881243330033
2	29318303	29318405	ALK	1.32198517208507	1.32108587827855	1.3221987272304	1.32174632955717	1.32125411167674	1.32141295021822	1.3220901507653	1.32205530479609	1.32200926965702
2	29320750	29320883	ALK	1.31982561630203	1.31907370125236	1.3199633592686	1.31996356018513	1.31988267445214	1.31968617100787	1.31915838568422	1.319556044575	1.31992947298187
2	29328349	29328482	ALK	1.32531922203313	1.32511972612727	1.32479375572559	1.32479152105484	1.32327909311238	1.3254190393116	1.32411254255152	1.32498829275377	1.32517589220405
2	29383731	29383860	ALK	1.31595877131651	1.31576474604009	1.31557056757442	1.31562877335551	1.3155989911246	1.31592347191896	1.31567649801625	1.31590115003586	1.31595119110832
2	29531914	29532117	ALK	1.3229129593581	1.32288242508568	1.32225638434829	1.32294748170135	1.32223804397511	1.32257915376981	1.32289574248193	1.32181701031061	1.32292780624519
2	29694849	29695015	ALK	1.32657122037212	1.32644372700575	1.32629123293086	1.32656163151373	1.32343654003372	1.32463868347588	1.32610266370551	1.32620491208105	1.32643236808999
2	29717577	29717698	ALK	1.32056212948482	1.31906983435514	1.32032309429329	1.32045906493566	1.32053304839001	1.32049678818807	1.31909471717717	1.31874855204816	1.32030088134405
2	29919992	29920660	ALK	1.33004085492791	1.32824700079134	1.32898644087876	1.32999509127352	1.3286898569593	1.32933753922031	1.32847927343643	1.33001776847029	1.32881663323846
2	47369505	47369582	EPCAM	1.45276641567326	1.45159236691715	1.45273841803153	1.44004637511464	1.44588189448744	1.45018484416091	1.44370990064488	1.41657056706876	1.45271531948553
2	47373462	47373571	EPCAM	1.31666238276975	1.3169748493668	1.3170525933255	1.31717680262163	1.3168109624092	1.31720647049865	1.31700132754479	1.31661511265683	1.31705173562539
2	47373807	47374049	EPCAM	1.31722603162538	1.31682822994833	1.31794506853	1.3174369433514	1.31795224933488	1.31753641488631	1.31794253870177	1.31777818805107	1.31726775411929
2	47375233	47375300	EPCAM	1.31798217272649	1.3169857473151	1.31736249988643	1.31794091749064	1.31812579360957	1.31762359768564	1.31814109853347	1.31812299681202	1.31810056599456
2	47377013	47377078	EPCAM	1.31623700321584	1.31698588005293	1.31707994316828	1.31693110420665	1.31677205738827	1.31674058630463	1.31696016356639	1.31673656526173	1.31712355262859
2	47378952	47379055	EPCAM	1.31657722822318	1.31681793549548	1.31616589428514	1.31675399793602	1.31657828869489	1.31676722511553	1.31661021830281	1.31666060782376	1.31675652824637
2	47379768	47379970	EPCAM	1.31557409861754	1.31654349160315	1.3161490170653	1.31645442815467	1.31655176498494	1.31618143420002	1.3164620921614	1.3164341241792	1.31646818478049
2	47385165	47385211	EPCAM	1.31964616964942	1.31969931111273	1.31963917842774	1.3194501687942	1.31856445560156	1.3190299987215	1.31935039022489	1.31975202682704	1.31974839939857
2	47386571	47386614	EPCAM	1.32028466379502	1.32058069663088	1.3203865318861	1.32044885150642	1.32059369928258	1.32035057213859	1.32060023881654	1.32003879297683	1.31998841427902
2	47403191	47403403	MSH2	1.31689919975568	1.31672040621808	1.31690219680496	1.31647951988633	1.31672468335529	1.31683289984482	1.31688135156927	1.31655259864235	1.31640414917024
2	47408400	47408556	MSH2	1.3166231393001	1.31634015941384	1.31579610968518	1.31662140733051	1.31657554440369	1.31659550879622	1.31670047617144	1.31633431392756	1.31669333710398
2	47410093	47410373	MSH2	1.31527414040862	1.31524588396733	1.31533459952627	1.31487653768775	1.31534493700729	1.31530945379052	1.31529550623751	1.31531109060412	1.31528596171711
2	47412413	47412561	MSH2	1.31787586965269	1.31831481241444	1.31850068651343	1.31826686198082	1.31836715240839	1.31835974426449	1.31785750990251	1.31827045185904	1.3182925349454
2	47414268	47414419	MSH2	1.32121366730159	1.32081894405105	1.32144244666933	1.32102467937955	1.3212806422154	1.32142515980436	1.3209942485318	1.31656504083514	1.32131606796717
2	47416295	47416430	MSH2	1.318017968433	1.31798275553347	1.31652323461188	1.3178900390391	1.3181748100429	1.31814418982869	1.31821728973984	1.31809189036868	1.31817936364861
2	47429741	47429942	MSH2	1.31632595035389	1.31615564158677	1.31628991761031	1.31629096169533	1.31604433861434	1.31638165463827	1.31631442341675	1.31643432422226	1.31635132803513
2	47445547	47445658	MSH2	1.32416599619456	1.32500663109317	1.32549990868078	1.32453236787337	1.32519564834812	1.32549824386332	1.31729690346983	1.32547718033249	1.32544451141932
2	47463030	47463155	MSH2	1.3414505854328	1.33954604633506	1.34134892987063	1.34125726319196	1.3414580037835	1.34052243646929	1.34145968456505	1.34135462643223	1.34097746758771
2	47466657	47466809	MSH2	1.33659784689555	1.33652580557434	1.33654065494519	1.33634751220076	1.33664493598008	1.33659259326177	1.33665843611629	1.33611832066078	1.33665733077768
2	47470964	47471063	MSH2	1.34176805576022	1.34011160006759	1.34182224331492	1.34194563650988	1.34196325465396	1.34193407467694	1.34184321986608	1.34189315768026	1.34116970328217
2	47475024	47475271	MSH2	1.34083895434105	1.34114288117348	1.34115683039858	1.34112265299658	1.34049993774566	1.34114206239655	1.34094917211896	1.34113662166725	1.34114183618913
2	47476366	47476572	MSH2	1.33826545444289	1.33800938411561	1.33824498679863	1.33752464064459	1.33804182710827	1.33822239330679	1.33824222592684	1.33813185938743	1.33810930449146
2	47478271	47478520	MSH2	1.33772042972502	1.33702718674895	1.33737630986903	1.33775027321057	1.33736232433489	1.33745811480074	1.33776847157736	1.33778175056418	1.33766814376771
2	47480695	47480872	MSH2	1.33895190530008	1.33870365931271	1.33877337879444	1.33883273727226	1.33890329484926	1.3389637397897	1.33892776640387	1.33897107698936	1.33863246575953
2	47482778	47482950	MSH2	1.33766325216858	1.33728062847501	1.33761441276665	1.33767332913192	1.33740828235173	1.33650102513458	1.337610048389	1.33746332957015	1.33767517315516
2	47783233	47783494	MSH6	1.38529641629123	1.38118371384873	1.37689716972533	1.38192038275987	1.38117808407237	1.3814968912938	1.38117059823178	1.38256166939274	1.38504169107509
2	47790926	47791124	MSH6	1.31804164277106	1.31855136619069	1.31825809490582	1.31855667509325	1.31782953402669	1.31806985639853	1.31856822039872	1.3172368262336	1.31853286713663
2	47795893	47796064	MSH6	1.31563703131698	1.31576551757437	1.31572465598772	1.31576723846298	1.31566653974416	1.31540356652798	1.31576399497677	1.31549117460698	1.31552429624001
2	47798610	47801156	MSH6	1.31636794943887	1.31639311816143	1.31635095377901	1.31643082382997	1.31611547308815	1.31635172211625	1.31626700183827	1.31606015255718	1.31644408934042
2	47803419	47803686	MSH6	1.3207479794215	1.32022449602041	1.31932037019508	1.3206811381674	1.31866805313478	1.32011810894616	1.32034309989688	1.32070966519149	1.32074668009851
2	47804909	47805028	MSH6	1.32066569985163	1.3205039823157	1.31796698979799	1.32021032824963	1.32062699349939	1.32062427659255	1.32066423252636	1.3183122378216	1.32049145023441
2	47805617	47805708	MSH6	1.32057157307736	1.31764502698664	1.32103397736496	1.32066001735019	1.32100831648913	1.32013160608612	1.32021948896937	1.32074079995784	1.32061236338053
2	47806203	47806359	MSH6	1.3149349557551	1.31493589406422	1.31499431033711	1.31492963153493	1.31488878062418	1.31465405637591	1.31497858153395	1.31491977392629	1.31498177244999
2	47806451	47806652	MSH6	1.31657397862582	1.31571621145411	1.31655672037924	1.31628342045537	1.3163821512644	1.31640138050819	1.31663331899437	1.31654107083302	1.31650063692863
2	47806778	47806861	MSH6	1.31843625279095	1.31872850598087	1.31800478616342	1.31874442542056	1.31873181869535	1.31851001308146	1.31851617360557	1.31756933716586	1.31874287402186
2	58159764	58159801	FANCL	1.32246396020908	1.32299550727387	1.3233015193441	1.32335111456875	1.32302573034236	1.3229145296219	1.32193017027688	1.32099939496942	1.32331274304717
2	58160107	58160180	FANCL	1.31791820149189	1.31812083817252	1.31795492916713	1.31814648104268	1.31823914157518	1.31744981054237	1.31759967434292	1.31734697568915	1.31831447110759
2	58161521	58161639	FANCL	1.32193869620112	1.32003835631602	1.32166113595724	1.32193550053632	1.32050914744422	1.32187814505981	1.32175802912795	1.32102998643011	1.32003675534885
2	58162865	58162948	FANCL	1.31839352730398	1.31794912664611	1.31832486449539	1.31851642845572	1.31826345076658	1.31839581089123	1.31747473272189	1.31842995100848	1.3183775262049
2	58163028	58163075	FANCL	1.31669579638456	1.31621709683611	1.31607519856362	1.31683077127637	1.31683201053953	1.31679590659327	1.31670790683387	1.31648879375144	1.31682897154254
2	58163433	58163518	FANCL	1.3222791742429	1.32225656843096	1.32210860695699	1.32216751519196	1.321809551077	1.32192287456585	1.32132232348683	1.31998057423189	1.32187888581285
2	58165723	58165875	FANCL	1.31575557205421	1.31577133868766	1.31575096766823	1.31577130088711	1.3156760684812	1.31568866189408	1.31521781450213	1.31550925123272	1.31565297158714
2	58198578	58198663	FANCL	1.31498606854187	1.31533685825201	1.31539437416787	1.31543995233846	1.31533298389986	1.31537121016172	1.31544371459462	1.31544155538746	1.31521994201565
2	58204129	58204227	FANCL	1.31789412907669	1.31691081754364	1.31789396568068	1.31748600153514	1.31767065791299	1.31688011584782	1.3178926846612	1.31735127656775	1.31745541740216
2	58221941	58222043	FANCL	1.31884324471895	1.3187918206714	1.31902942611624	1.3190212102256	1.3190291234924	1.31904623217474	1.3163702450262	1.31797322058238	1.31900534903762
2	58226727	58226785	FANCL	1.31516046577196	1.31597516051457	1.31595261239373	1.31614152518348	1.31598368712779	1.316010199855	1.31611919152748	1.31614385833966	1.31615565101914
2	58229813	58229875	FANCL	1.31848845161755	1.31846484483907	1.31811464975717	1.31841814196238	1.31817663781296	1.31703571435768	1.31841425408916	1.31829852957836	1.31848475320289
2	58232053	58232113	FANCL	1.31805655145955	1.31768216392112	1.3180374417231	1.31729499028696	1.31757965006835	1.31803789322782	1.31773591808017	1.31703893584889	1.31785915695122
2	58241217	58241314	FANCL	1.32130235173857	1.32113555109227	1.3219255710882	1.32191961656507	1.32193980380905	1.32190279057707	1.32157079083665	1.31932467676957	1.32067575368837
2	96253807	96254116	TMEM127	1.32030976069506	1.32069467232023	1.3205478791801	1.32000304240092	1.31950238647613	1.31971040813389	1.32010974800723	1.31918783823608	1.32056857582757
2	96254832	96254998	TMEM127	1.31783964016417	1.31713588649386	1.31758309279059	1.31795666758349	1.31780075848594	1.31697787562712	1.31791669341933	1.31794048804763	1.31791335911017
2	96265137	96265382	TMEM127	1.35609232010754	1.35666770314402	1.35293124474822	1.35643856582956	1.35321238537897	1.3484002626382	1.35355304446426	1.35096496754452	1.35701975274299
2	127257595	127257728	ERCC3	1.33154459126234	1.33223640166263	1.32995857601624	1.33121507116198	1.32896581938221	1.33143746816021	1.33068925614095	1.33008352673363	1.33233324149276
2	127259295	127259449	ERCC3	1.31589065756323	1.31588109969461	1.31587525793436	1.31586641580829	1.3153560922598	1.31585757449297	1.31556840461148	1.3157462789738	1.31568592136454
2	127261227	127261347	ERCC3	1.31516629165108	1.31509954041143	1.31518442717633	1.31521244454919	1.31524417830523	1.3152502659743	1.31500688945771	1.31524675312373	1.31518180411615
2	127271335	127271454	ERCC3	1.31587922057885	1.31640288474594	1.31605729215606	1.3164528203629	1.31629855619703	1.31636136395576	1.31618601805748	1.31627820946004	1.3164563535623
2	127272864	127272962	ERCC3	1.31800594118541	1.31813550162335	1.31728506021113	1.31822492709602	1.31813606828772	1.31828918100894	1.31801531850096	1.31712800137516	1.31813361498157
2	127279172	127279376	ERCC3	1.31526052997572	1.31508263136783	1.31520138181789	1.31509858801447	1.3152264855183	1.31507862507101	1.31503463012281	1.31524447865935	1.31522366740351
2	127280446	127280632	ERCC3	1.31743904843019	1.31741899517332	1.31741017043941	1.31734384761763	1.31744526134108	1.31714233579839	1.31743356703204	1.31555855493637	1.31740626939688
2	127286702	127287018	ERCC3	1.31837159432387	1.31832520894943	1.31835386233476	1.31836971844408	1.3175993535591	1.3176232889141	1.31775792161366	1.31827004422254	1.31815389771604
2	127288659	127288865	ERCC3	1.31575402216038	1.31586593719931	1.31579873161573	1.31588094136104	1.31568150801653	1.3152959246438	1.31574858343094	1.31585990937949	1.31568772410703
2	127289336	127289502	ERCC3	1.31808949292954	1.31791181048837	1.31809144282201	1.31809306432139	1.31784030195325	1.31773350051159	1.3180066685195	1.31656662241907	1.31793791489749
2	127289688	127289825	ERCC3	1.31578524474934	1.31575620501463	1.31566169049766	1.31547622670215	1.31547147414901	1.31575402603521	1.31568496757055	1.31523623183703	1.31578063572309
2	127290223	127290274	ERCC3	1.31488216542981	1.31526315794247	1.31536486014453	1.3152289543205	1.31537021612198	1.31537570051672	1.31537526150762	1.31533847793763	1.31536554431285
2	127292609	127292847	ERCC3	1.31660694769963	1.31670952286541	1.31661682127564	1.31659267684962	1.31671322439808	1.31578674513577	1.31654770270342	1.31652599770865	1.31673292681964
2	127293512	127293719	ERCC3	1.31676864409481	1.3171495867122	1.31670493823611	1.31669803329269	1.31711708364745	1.31663012169595	1.31688657072685	1.31695762062898	1.31713058893025
2	127294053	127294082	ERCC3	1.34538304005949	1.33794927325496	1.34578703812965	1.34467600333241	1.34362083869923	1.33955706598436	1.34385343925723	1.34272688495305	1.34572520483608
2	189791809	189791942	PMS1	1.31592644013919	1.31575407954175	1.31602299217539	1.31579294459469	1.31603340386311	1.31598207609203	1.31573679584011	1.31606682951229	1.31606266607392
2	189795768	189795952	PMS1	1.31845386331353	1.31707880229154	1.31848918081549	1.31784959887482	1.317276081339	1.31852047978492	1.31850765802372	1.31781799856701	1.31855411255903
2	189805651	189805755	PMS1	1.31818911877171	1.31811183845334	1.31806404200121	1.31802978237838	1.31815522052688	1.31679308081402	1.31756188771551	1.31776196747481	1.31808150645705
2	189818016	189818181	PMS1	1.31655333705013	1.31661046009559	1.31655901806825	1.31608915453815	1.31538805682284	1.31659859546769	1.31656762991613	1.31662822254843	1.31618029117374
2	189843963	189844081	PMS1	1.3186498248031	1.31840907284248	1.31869360710912	1.3184123544558	1.31875370261689	1.31886126994023	1.31836801744437	1.31867024348612	1.31843175625767
